"","X1","OBJECTID","DEM_MEAN","DEM_STD","slope_MEAN","slope_STD","aspect_MEAN","aspect_STD","LiveBio_MEAN","LiveBio_STD","DeadBio_MEAN","DeadBio_STD","AGENCY","UNIT_ID","FIRE_NAME","INC_NUM","ALARM_DATE","CONT_DATE","CAUSE","COMMENTS","REPORT_AC","GIS_ACRES","C_METHOD","OBJECTIVE","FIRE_NUM","Shape_Leng","Shape_Area","stn_1","stn_2","stn_3","month_temp","week_temp","dur_temp","month_precip","week_precip","month_humid","week_humid","dur_humid","month_sol","week_sol","wind_speed","dbr_means","fireduration","pred_dbr","step_dbr","lasso_dbr"
"89",88,20476,378.801700978419,63.3847232156439,17.8477064167475,10.2246049223874,170.139205759059,100.708245152402,3727.79109315532,10209.4705173803,0,0,"CDF","FKU","ELM","00006727","2017/05/18 00:00:00.000","2017/05/23 00:00:00.000",2,NA,NA,11146.7548828125,1,1,NA,37260.5436793736,45109314.8664168,"Parkfield                   ","Kettleman Hills             ","Santa Rita                  ",60.258064516129,57.25,71.1666666666667,0.53,0,60.1290322580645,58.375,40.1666666666667,612.709677419355,629.75,2.28333333333333,293.311110062525,432000,319.688106194335,343.459961166277,259.124292426943
"90",89,20512,1349.28762172997,397.896148321528,26.2955145957456,9.40182494269942,207.234654539849,100.460969539374,155288.250218093,157569.209007251,22539.6066106744,52354.5262923283,"USF","SQF","PIER","00002385","2017/08/29 00:00:00.000","2017/08/30 00:00:00.000",7,NA,36556,36619.42578125,6,1,NA,90929.9352083006,148193558.448488,"Oak Opening                 ","Peppermint                  ","Milo                        ",79.8064516129032,83.25,88,0.04,0,38.5483870967742,31.875,29.5,579.193548387097,589.5,2.9,296.061926884028,86400,336.213775234678,288.593205048019,259.124292426943
"91",90,20230,615.344666235682,52.9397254295982,16.3317974432548,11.395719136473,194.134756846352,101.471536574027,12906.2454007726,35851.6043153742,0,0,"CDF","RRU","PALMER","00108660","2017/09/02 00:00:00.000","2017/09/06 00:00:00.000",9,NA,3874,3872.15185546875,2,1,NA,24077.4832916269,15670042.3518276,"Mill Creek (BDF)            ","Beaumont                    ","Highland Springs            ",78.7333333333333,89.125,78.6,0.06,0.04,43.6333333333333,24.75,55.2,572.866666666667,472.25,4.26,367.881304275943,345600,296.489503152636,300.256979971291,259.124292426943
"92",91,20524,1635.70188561236,248.471072502938,18.1291628344899,7.77162697510672,198.471993549431,88.7279654873277,185457.412914896,117398.037662342,19061.5606689737,29294.721851753,"USF","SNF","RAILROAD","00001743","2017/08/29 00:00:00.000","2017/11/18 00:00:00.000",9,"CONT_DATE  based on FIRESTAT Fire Out Date/Time",12377,12371.1484375,3,1,NA,86419.9302927365,50064262.6224063,"Mariposa Grove              ","Wawona                      ","Miami                       ",69.9032258064516,72.125,54.0617283950617,0,0,55.4838709677419,48.375,63.4197530864198,398.806451612903,435.5,1.16666666666667,335.704634799294,6998400,126.026226653404,112.266773901827,259.124292426943
"93",92,20153,425.57019041852,154.396965965363,23.4317984391986,11.1822929212347,185.177712800347,103.802273830389,35788.3729729313,54562.4016060274,68.066133769354,948.653608863997,"CDF","SLU","ALAMO","00007624","2017/07/06 00:00:00.000","2017/07/20 00:00:00.000",10,NA,26678,28834.171875,2,1,NA,96077.788174743,116687755.112723,"Tepusquet                   ","Arroyo Grande               ","Branch Mountain             ",74.5483870967742,77.75,81.8666666666667,0,0,38.6451612903226,31.5,29.1333333333333,737.129032258065,743,9.30666666666667,436.146654945714,1209600,387.982213465686,364.359030746708,259.124292426943
"94",93,20514,2271.88061105994,266.772369963605,17.3307472940513,9.99280277483368,206.140109486165,74.879355635682,99131.0660906866,121042.630815013,3509.72433562334,10891.3957370322,"USF","SQF","LION","00002753","2017/09/25 00:00:00.000","2017/11/02 00:00:00.000",1,NA,19215,18913.576171875,6,1,NA,61618.5937492397,76540530.9097697,"Rattlesnake                 ","Oak Opening                 ","Peppermint                  ",55.0967741935484,43.5,46,0.43,0.03,47.8064516129032,53.625,43.3333333333333,NA,NA,4.3,105.916367258484,3283200,49.9509940111893,74.4459938662766,259.124292426943
"95",94,20509,915.709813316398,178.926552630895,22.341999415683,10.4397778617519,208.921691607124,85.0707770278104,128088.152281389,146084.439378992,1.9946536846354,68.0157091895135,"USF","SRF","WILLIE","00000877","2017/08/07 00:00:00.000","2017/08/22 00:00:00.000",1,"Ruth Complex",3137,3140.099609375,8,1,NA,24936.3938016633,12707531.7943268,"Ruth                        ","Alder Point                 ","Yolla Bolla                 ",72.1612903225806,76,70.75,0.07,0.07,49.4838709677419,41.375,56.9375,640.645161290323,573.125,1.23125,219.917525470217,1296000,231.163623154084,253.25074536103,259.124292426943
"96",95,20549,718.581701490152,438.877364035692,24.9031003417986,11.3006562169903,179.645356411467,95.5442803584171,26526.5368361116,54411.8578155046,27.6462520960782,831.290259397586,"USF","VNC","THOMAS","00003583","2017/12/04 00:00:00.000","2018/01/12 00:00:00.000",9,"CONT_DATE based on Inciweb",281893,281790.875,7,1,NA,445282.444798372,1140367253.62655,"Ojai                        ","Casitas                     ","Rose Valley                 ",59.1935483870968,55.625,56.4871794871795,0.05,0,59.3870967741936,49.5,46.1282051282051,295.225806451613,291.875,2.38461538461538,458.068499269405,3369600,418.151337104736,429.699451698902,259.124292426943
"97",96,20322,217.047270247018,107.076990622265,19.0275777939543,8.85486927439682,148.404080238008,89.4100214986006,32841.0353619146,29613.4201727315,15.3492497494044,137.009056719292,"CDF","LNU","WINTER","00006262","2017/07/06 00:00:00.000","2017/07/12 00:00:00.000",14,NA,1700,2366.23486328125,2,1,NA,15947.4572594357,9575813.15741753,"Atlas Peak                  ","Brooks                      ","Knoxville Creek             ",71.4193548387097,73.875,80.7142857142857,0.11,0,51.1935483870968,42.875,32,694.933333333333,738.875,10.0571428571429,300.494949777254,518400,408.766262197275,381.609661100079,259.124292426943
"98",97,20379,580.433826959735,173.397440295399,20.0458008812141,12.1415559393665,194.723228722742,93.5384013420424,5444.63516343768,33039.3240961304,0,0,"CCO","LAC","CREEK","00362189","2017/12/05 00:00:00.000","2017/12/05 00:00:00.000",14,NA,15619,15619.146484375,7,1,NA,59428.0975494979,63208443.1764137,"Little Tujunga              ","Camp 9                      ","Newhall Pass                ",62.3,58.6666666666667,58,0.06,0,45.45,32.1666666666667,9,NA,NA,14.7,299.311876136764,43200,280.897922498981,238.281166500561,259.124292426943
"99",98,20252,273.206485109106,92.640593815522,16.8233541760311,9.87868902754542,190.212789226395,106.253056970131,6598.75878307212,23013.8244004394,0,0,"CCO","ORC","CANYON II","17110494","2017/10/09 00:00:00.000","2017/10/17 00:00:00.000",5,NA,9217,9198.0283203125,7,1,NA,46873.465208488,37223098.1392032,"Fremont Canyon              ","Corona 2                    ","Tonner Canyon               ",69.5161290322581,70.875,73.7777777777778,0.02,0,55.9677419354839,44.25,33.8888888888889,397.193548387097,409.5,10.8666666666667,63.2279989905052,691200,342.3877459645,316.61083409169,259.124292426943
"100",99,20251,441.197200284269,200.546027311043,24.9147131182783,9.47727218737893,183.45429539252,131.057498118934,5635.11260991941,19733.9970660376,0,0,"CCO","ORC","CANYON I","17105068","2017/09/25 00:00:00.000","2017/10/01 00:00:00.000",9,NA,NA,2661.41528320312,7,1,NA,31433.1383676426,10770365.0597823,"Fremont Canyon              ","Corona 2                    ","Corona                      ",74.4193548387097,65.125,73.8571428571429,0.11,0.01,58.4193548387097,63.25,36.1428571428571,425.161290322581,390.375,8.5,477.244085994682,518400,427.066364181968,416.614170498952,259.124292426943
"101",100,20486,924.176338081026,343.543650053308,28.4929129478573,10.2310507808965,191.502082581455,98.7333491810334,141443.415863404,129989.616108586,317.137639078064,2069.82944456138,"USF","SHF","HELENA","00001770","2017/08/30 00:00:00.000","2017/11/14 00:00:00.000",9,"Unified Command with Cal-Fire/USFS",18316,18493.70703125,3,1,NA,87072.7947308671,74841376.6411158,"Weaverville                 ","Five Cent                   ","Blue Ridge                  ",79.4193548387097,79,59.1298701298701,0.01,0,35.6129032258064,30.375,54.2987012987013,576.290322580645,576,2.9,182.160868860709,6566400,228.666908154596,248.879642490425,259.124292426943
"102",101,20490,2085.69004427436,210.971842982631,21.302239717352,9.48335580544332,169.973060284575,47.0158759654947,143931.846524074,145615.062391779,2098.57105731348,7020.49304874483,"USF","STF","MCCORMICK","00002263","2017/08/18 00:00:00.000","2017/11/16 00:00:00.000",1,"CONT_DATE from FIRESTAT Fire info Summit complex",4426,4423.20849609375,1,1,NA,36279.2754335709,17900089.3898204,"Double Dome                 ","Pinecrest 2                 ","Cottage                     ",68.7,66,55.0112359550562,0,0,46.7333333333333,52,53.2359550561798,611.933333333333,612.75,3.42022471910112,265.995198253523,7776000,125.850178653022,151.210379616686,259.124292426943
"103",102,20600,1559.70063178041,144.657951738027,13.0854361176424,7.09367762739582,164.878769977593,95.5953663059827,49592.7776946771,57662.4281009407,950.683784665847,2348.60993021287,"USF","MDF","COVE","00000722","2017/07/25 00:00:00.000","2017/09/06 00:00:00.000",1,"<Null>",30886.5,30890.861328125,3,1,NA,64032.9475981333,125010878.426592,"Rush Creek                  ","Canby                       ","Ash Valley                  ",73,72,73.7272727272727,0.24,0.24,28,28.125,31.5,688.483870967742,636.875,5.12954545454545,355.263251118417,3715200,234.396137214164,227.47124716415,259.124292426943
"104",103,20380,359.258443323057,44.9007843366378,15.3425982339975,11.258326944858,191.908933196036,105.024047155192,4909.5649943449,16599.0938578759,0,0,"CCO","LAC","RYE","00362441","2017/12/05 00:00:00.000","2017/12/13 00:00:00.000",14,NA,6049,6047.71875,7,1,NA,35512.5520537683,24474248.6031536,"Del Valle                   ","Temescal                    ","Saugus                      ",62.6451612903226,59.5,64.6666666666667,0,0,42.7096774193548,30,7.11111111111111,277.258064516129,268.375,9.8,243.000307219824,691200,243.74701812067,227.771346384077,259.124292426943
